Número Mesa,País,Departamento,Provincia,Municipio,Localidad,Recinto,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos
21037,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,227,99,0,3,1,78,1,10,1,1,194,2,5
21038,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,231,80,0,1,1,91,0,23,2,2,207,0,7
21039,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,223,87,1,4,1,89,0,16,2,0,200,2,7
21040,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,228,70,0,2,0,104,3,19,1,3,202,0,7
21041,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,222,98,0,2,0,74,1,15,0,3,193,0,9
21042,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,229,77,0,10,0,91,3,17,1,1,200,0,6
21043,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,221,55,0,4,0,118,2,18,1,1,199,2,4
21044,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,227,58,0,3,1,110,1,21,1,2,197,1,10
21045,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,228,92,0,3,0,89,2,13,4,0,203,1,9
21046,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,224,95,0,1,3,83,1,11,0,2,196,1,3
21047,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,225,89,2,2,5,86,2,18,2,0,206,1,4
21048,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,221,87,0,1,1,95,3,8,0,0,195,1,5
21049,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,222,43,0,2,0,128,0,22,1,1,197,4,4
21050,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,234,67,1,2,0,129,0,14,1,0,214,1,1
21051,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,223,96,0,1,0,79,1,25,1,0,203,2,5
21052,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,224,102,0,0,1,76,1,14,1,1,196,1,3
21053,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,222,92,0,3,1,85,2,12,2,2,199,1,4
21054,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,228,77,0,2,1,112,2,14,0,1,209,2,9
21055,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,230,89,1,5,0,83,2,12,0,2,194,4,11
21056,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,232,82,0,3,1,97,4,20,4,0,211,3,4
21057,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Unidad Educativa 24 de Junio,79,38,0,0,1,29,0,5,0,0,73,0,2
21058,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,230,109,0,0,0,81,5,12,4,4,215,1,0
21059,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,232,99,1,2,1,89,1,14,0,2,209,1,1
21060,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,225,97,1,1,4,82,3,9,0,0,197,0,5
21061,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,226,90,0,1,1,85,1,16,3,3,200,4,7
21062,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,226,71,0,5,0,109,0,4,2,1,209,2,2
21063,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,218,63,2,2,0,97,0,24,0,0,188,1,7
21064,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,233,77,1,6,1,107,3,16,0,1,212,0,6
21065,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,90,0,1,0,98,5,9,0,0,203,0,8
21066,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,100,0,0,1,83,1,16,0,2,203,2,5
21067,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,230,114,1,2,0,70,2,9,1,2,201,2,7
21068,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,224,92,1,2,1,91,4,7,2,1,201,0,8
21069,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,82,1,7,1,85,5,18,2,1,202,1,6
21070,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,64,1,4,0,114,2,18,0,0,203,1,7
21071,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,230,66,0,4,4,107,6,24,0,2,213,1,4
21072,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,225,88,2,0,1,97,6,9,0,0,203,3,2
21073,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,223,110,0,1,0,60,3,21,1,1,197,0,8
21074,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,226,99,0,1,2,79,1,15,0,0,197,1,6
21075,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,92,2,2,1,76,3,17,0,2,195,0,9
21076,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,52,0,1,1,136,0,12,0,3,205,1,7
21077,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,228,104,0,0,0,77,3,15,3,1,203,1,3
21078,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,221,90,0,2,0,76,3,19,2,2,194,1,6
21079,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,231,93,1,1,2,76,1,20,1,3,198,2,8
21080,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,235,106,1,5,2,79,0,13,0,3,209,0,11
21081,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,227,112,0,3,2,78,1,8,1,1,206,1,4
21082,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Don Bosco,212,93,1,2,1,72,1,15,1,3,189,1,10
21083,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,225,92,1,1,0,90,0,17,1,3,205,6,0
21084,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,226,87,0,1,1,82,0,22,0,1,194,0,5
21085,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,228,79,1,6,0,104,3,19,1,1,214,2,2
21086,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,231,65,0,4,1,106,3,14,2,6,201,2,4
21087,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,225,58,0,2,0,126,1,20,0,3,210,1,2
21088,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,231,77,0,3,1,114,0,16,0,0,211,1,5
21089,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,219,73,1,4,3,94,4,17,0,4,200,1,4
21090,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,224,68,1,5,2,93,5,19,1,1,195,0,7
21091,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,232,88,0,2,3,99,1,9,0,1,203,2,7
21092,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,219,66,0,5,4,101,1,14,0,4,195,2,7
21093,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,216,75,0,0,0,91,0,19,1,1,189,2,1
21094,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,225,97,0,1,0,90,2,14,1,0,205,1,5
21095,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,223,48,0,2,1,138,3,14,1,1,208,0,5
21096,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,229,95,1,5,1,80,0,25,0,2,209,1,6
21097,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,231,86,0,0,0,101,0,12,1,0,200,0,8
21098,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,225,79,1,1,0,97,2,24,1,1,206,1,7
21099,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Jerusalem,194,88,0,3,0,60,1,22,0,2,176,1,5
21100,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,230,64,0,3,2,104,4,17,1,4,199,2,1
21101,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,230,72,0,2,1,106,1,17,0,0,199,0,8
21102,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,228,68,0,4,0,110,1,21,0,3,207,0,4
21103,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,227,58,0,4,1,118,2,17,1,1,202,1,6
21104,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,231,44,0,3,0,131,1,21,2,0,202,1,6
21105,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,229,80,0,3,2,95,1,19,0,3,203,0,4
21106,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,230,70,0,2,1,96,5,15,7,4,200,5,4
21107,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,224,76,0,4,1,98,1,12,2,2,196,2,8
21108,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Delia Gambarte,241,71,0,5,0,100,5,20,1,0,202,1,10
21109,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,233,102,1,2,0,80,4,14,0,2,205,2,8
21110,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,238,96,1,3,0,97,3,15,0,1,216,0,11
21111,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,231,84,0,2,0,101,3,18,1,1,210,4,3
21112,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,230,94,1,4,0,92,2,16,0,2,211,0,5
21113,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,227,91,1,4,0,85,1,17,0,5,204,0,7
21114,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,236,89,0,3,1,93,1,25,0,1,213,3,10
21115,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,229,69,0,2,2,124,0,13,0,1,211,1,6
21116,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,231,93,0,2,1,100,0,10,0,2,208,2,5
21117,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,229,93,0,2,1,90,0,19,0,1,206,1,5
21118,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,229,66,0,1,0,132,1,9,2,0,211,1,5
21119,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,224,107,0,3,0,72,2,18,1,0,203,1,5
21120,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,230,94,1,3,0,86,1,12,1,0,198,1,9
21121,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela Ciudad Del Niño,83,38,1,2,2,30,0,2,0,0,76,1,0
21122,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela 13 de Junio Chinchaya,226,38,1,0,1,140,3,12,2,0,197,3,7
21123,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela 13 de Junio Chinchaya,226,20,2,3,1,164,1,11,2,2,206,3,6
21124,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela 13 de Junio Chinchaya,224,26,1,3,0,157,0,14,0,0,201,5,5
21125,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escuela 13 de Junio Chinchaya,90,12,0,2,0,61,0,10,0,1,86,0,1
21126,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Esc. Mscal. Antonio Jose De Sucre,225,32,0,2,0,158,1,15,0,1,209,2,5
21127,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Esc. Mscal. Antonio Jose De Sucre,219,22,0,3,0,156,3,16,0,1,201,1,4
21128,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Esc. Mscal. Antonio Jose De Sucre,229,20,1,3,0,173,3,12,0,1,213,1,7
21129,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Esc. Mscal. Antonio Jose De Sucre,173,27,0,0,1,115,1,15,1,0,160,0,2
21130,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),221,108,1,1,2,72,1,12,0,0,197,2,7
21131,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),217,93,1,5,0,75,3,19,2,0,198,1,2
21132,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),223,92,0,6,0,77,5,12,0,0,192,0,6
21133,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),226,92,0,3,0,91,2,15,0,0,203,2,6
21134,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),227,93,0,2,0,85,3,9,1,3,196,1,6
21135,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),225,104,0,1,1,78,0,18,0,1,203,0,4
21136,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),219,97,1,4,1,73,2,11,1,3,193,1,5
21137,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Polifuncional San Isidro (Iglesia San Isidro),198,88,0,1,0,68,0,13,1,1,172,2,4
21138,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,228,81,0,4,1,103,2,17,1,2,211,1,1
21139,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,227,79,0,4,1,95,8,13,0,0,200,0,10
21140,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,227,70,0,4,2,98,2,20,0,1,197,3,8
21141,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,233,70,1,2,1,104,5,21,2,4,210,2,5
21142,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,232,78,0,2,1,100,3,21,0,1,206,0,9
21143,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,222,64,4,2,1,98,1,19,1,1,191,1,8
21144,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,229,49,0,6,1,115,3,19,0,1,194,0,11
21145,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,222,96,0,4,0,72,3,17,1,0,193,0,9
21146,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,226,75,0,5,4,95,2,16,1,2,200,1,6
21147,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,228,62,1,3,0,112,1,18,0,3,200,0,6
21148,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,227,73,0,4,2,107,1,15,0,1,203,1,4
21149,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,217,70,0,2,1,96,6,8,1,1,185,3,10
21150,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,224,40,0,2,0,129,0,20,0,3,194,1,7
21151,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,228,88,0,2,2,95,1,14,0,1,203,3,5
21152,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,230,72,2,3,1,108,2,13,0,3,204,0,5
21153,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,229,85,1,4,0,93,5,13,1,1,203,2,6
21154,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,225,63,0,2,1,110,2,23,0,1,202,1,6
21155,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,230,63,1,4,0,114,1,26,2,1,212,1,4
21156,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,232,46,0,2,0,130,0,23,2,3,206,0,6
21157,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,228,79,0,1,1,98,2,13,3,2,199,2,5
21158,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,227,64,1,3,1,115,5,15,0,3,207,1,3
21159,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,226,82,0,1,0,103,1,10,1,2,200,1,5
21160,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,226,86,1,3,0,84,3,20,0,1,198,1,8
21161,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio Sergio Villegas,222,63,0,2,1,108,3,20,1,3,201,0,5
21162,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,229,154,0,2,0,38,0,6,0,1,202,0,6
21163,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,229,116,1,2,1,75,0,1,0,4,200,0,7
21164,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,218,146,1,1,0,37,2,2,0,1,190,0,3
21165,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,226,137,0,1,0,56,4,8,0,1,207,0,3
21166,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,216,140,0,0,1,38,3,7,1,0,190,1,6
21167,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,228,132,1,3,0,52,6,12,1,0,207,0,4
21168,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,230,139,0,1,0,48,4,12,0,1,205,2,7
21169,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,221,120,1,3,0,61,3,10,1,2,201,1,1
21170,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,229,94,0,5,0,90,2,13,0,3,207,0,7
21171,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,225,121,0,3,0,61,3,14,0,1,203,1,8
21172,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,223,130,1,3,1,55,4,7,1,0,202,2,3
21173,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,220,139,2,2,1,49,2,3,3,0,201,4,2
21174,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,227,133,0,1,0,54,2,10,0,0,200,1,1
21175,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,219,129,0,2,2,44,3,4,1,0,185,0,5
21176,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,233,129,2,0,2,65,1,3,1,1,204,1,6
21177,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,225,122,0,1,1,63,5,5,2,0,199,1,5
21178,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,224,140,0,2,0,50,0,5,0,2,199,0,8
21179,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,223,133,1,1,0,48,0,8,1,1,193,0,3
21180,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,221,116,0,1,0,62,2,9,0,2,192,4,7
21181,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,221,100,1,3,0,88,2,10,0,0,204,0,5
21182,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,222,142,0,1,1,46,5,1,0,0,196,3,6
21183,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,217,135,1,0,1,46,1,8,1,0,193,0,3
21184,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,228,149,1,0,1,43,3,5,1,0,203,1,5
21185,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,235,145,0,2,0,56,1,5,2,0,211,0,1
21186,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,223,137,0,0,1,50,3,10,0,1,202,0,4
21187,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,225,133,0,6,0,52,2,9,1,0,203,0,5
21188,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,226,112,1,2,1,63,4,8,3,0,194,2,6
21189,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,223,0,0,0,0,0,0,0,0,0,0,0,0
21190,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,217,109,1,1,1,59,1,8,3,1,184,2,4
21191,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,213,145,0,0,0,41,0,4,0,1,191,0,5
21192,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,231,143,0,1,1,39,0,11,0,2,197,1,2
21193,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,220,145,1,2,0,34,0,7,0,0,189,2,5
21194,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,218,131,0,0,1,46,4,7,0,0,189,0,4
21195,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,220,132,0,1,1,56,3,7,0,0,200,1,2
21196,Bolivia,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Colegio 6 de Junio,221,129,1,2,1,46,3,9,0,2,193,1,7
