Número Mesa,País,Departamento,Provincia,Municipio,Localidad,Recinto,Inscritos,CC,FPV,MTS,UCS,MAS - IPSP,21F,PDC,MNR,PAN-BOL,Votos Válidos,Blancos,Nulos
50110,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,139,0,0,0,29,5,20,0,2,195,2,11
50111,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,222,119,1,0,0,39,17,24,0,0,200,2,8
50112,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,227,126,1,1,0,30,9,22,1,2,192,2,6
50113,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,123,0,1,0,42,8,20,1,1,196,3,10
50114,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,137,3,0,1,34,15,15,1,0,206,3,6
50115,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,122,0,0,0,35,13,10,1,0,181,1,8
50116,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,109,0,2,1,43,14,18,0,4,191,7,12
50117,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,223,102,1,2,0,42,9,22,3,1,182,2,12
50118,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,223,115,0,1,2,29,14,19,0,2,184,5,17
50119,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,228,107,0,2,0,29,17,0,2,3,180,2,19
50120,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,223,127,0,0,1,37,10,20,0,2,197,1,7
50121,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,123,3,2,0,37,8,17,0,3,193,4,8
50122,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,225,119,0,3,0,33,11,17,0,1,184,3,11
50123,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,233,144,0,0,0,24,20,16,0,5,209,4,3
50124,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,229,130,1,2,0,27,15,14,0,3,192,5,15
50125,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,228,109,1,1,0,42,18,23,0,0,194,3,5
50126,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Luis Espinal,188,106,0,1,0,20,9,15,0,4,155,0,10
50127,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,220,102,2,3,1,37,16,23,1,1,186,5,8
50128,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,233,112,1,5,2,46,14,20,0,0,210,4,13
50129,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,223,106,0,2,1,40,8,32,4,0,193,3,6
50130,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,231,121,0,3,0,42,7,15,4,2,194,3,13
50131,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,225,99,1,1,1,41,16,21,0,4,186,6,10
50132,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,229,94,0,3,1,41,18,30,3,1,191,4,14
50133,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,222,86,0,3,1,44,18,28,0,2,182,4,16
50134,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,226,104,2,1,1,38,15,15,1,10,187,4,11
50135,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,227,105,1,6,0,35,13,17,1,2,180,2,18
50136,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,221,113,0,0,0,24,20,18,0,2,177,5,18
50137,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. L. Subieta Sagarnaga,82,38,0,0,0,15,7,6,0,2,68,0,5
50138,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,222,130,1,2,1,32,5,10,1,2,184,4,8
50139,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,223,120,1,4,2,36,13,17,2,1,196,1,4
50140,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,216,114,3,1,1,42,7,19,0,2,189,5,8
50141,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,222,132,1,2,1,21,8,17,3,2,187,2,10
50142,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,216,104,0,0,1,34,14,12,2,3,170,4,9
50143,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,231,110,2,0,3,38,13,32,0,4,0,3,12
50144,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,235,128,0,1,1,32,10,22,1,3,198,2,12
50145,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Kinder Concepcion,58,26,0,0,0,13,3,5,0,0,47,3,4
50146,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,221,93,3,3,3,37,6,0,30,2,177,6,10
50147,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,227,126,1,1,4,33,9,9,0,4,187,4,7
50148,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,224,116,0,0,0,42,9,16,1,3,187,1,17
50149,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,225,108,0,2,2,32,18,23,2,1,188,7,10
50150,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,221,89,1,2,2,35,16,33,1,2,181,6,10
50151,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,223,111,0,1,2,34,10,25,5,1,189,2,16
50152,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,228,109,1,3,1,39,11,16,2,3,185,4,11
50153,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,228,139,0,1,2,23,9,23,0,2,199,4,10
50154,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,222,113,1,1,1,36,7,29,1,0,189,2,8
50155,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,227,120,2,0,0,28,11,18,1,1,181,5,12
50156,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,229,113,2,1,2,24,14,35,0,2,193,7,15
50157,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,225,111,1,1,1,41,12,22,1,3,193,1,10
50158,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,224,112,3,1,0,35,13,27,0,0,191,9,4
50159,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,219,116,1,2,0,42,10,18,0,1,190,5,9
50160,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,220,107,0,0,0,41,10,24,0,2,184,5,8
50161,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,224,105,1,3,3,33,15,33,1,2,196,0,9
50162,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,221,117,0,5,4,25,11,22,2,4,190,3,9
50163,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,223,106,1,1,1,33,20,28,0,0,190,5,12
50164,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,230,142,0,5,1,25,10,21,1,0,205,4,8
50165,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,216,116,1,0,1,32,13,15,2,4,184,1,11
50166,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,221,126,2,4,2,27,5,21,1,1,189,2,3
50167,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,227,127,0,1,0,27,8,19,0,5,187,5,15
50168,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Centro Ed. Fray Vicente Bernedo,72,41,0,0,1,10,3,8,1,0,64,2,0
50169,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,225,159,0,1,0,14,2,11,0,4,191,1,6
50170,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,228,160,0,1,1,31,2,11,1,0,207,1,3
50171,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,235,142,1,1,1,34,4,17,1,1,202,1,6
50172,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,229,145,0,0,0,31,1,14,1,1,193,1,3
50173,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,229,149,0,1,1,32,5,9,0,3,200,2,3
50174,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,236,140,0,1,1,32,7,11,0,2,194,2,11
50175,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,225,125,0,1,0,32,7,23,1,2,191,2,10
50176,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,228,149,1,4,0,20,5,12,3,1,195,1,6
50177,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,232,141,0,2,1,30,8,14,1,0,197,1,6
50178,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,229,154,0,1,0,29,3,14,1,0,202,1,2
50179,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,233,135,1,0,1,32,1,16,0,1,187,1,5
50180,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Litoral,186,128,0,1,1,24,0,5,1,0,160,0,4
50181,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Jose A.Zampa,224,109,1,3,1,25,11,16,1,2,169,0,8
50182,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Jose A.Zampa,226,128,0,0,2,25,3,24,0,3,185,0,5
50183,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Jose A.Zampa,222,106,0,0,0,37,7,21,1,0,172,1,7
50184,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Jose A.Zampa,222,129,0,1,3,32,4,18,0,1,188,0,1
50185,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Jose A.Zampa,125,73,0,0,1,19,4,3,1,0,101,0,5
50186,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Cristo Maestro,227,156,0,0,1,24,6,12,1,0,200,1,6
50187,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Cristo Maestro,225,172,0,0,0,21,2,7,1,0,203,0,6
50188,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Cristo Maestro,232,175,0,1,0,24,1,6,0,0,207,1,5
50189,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,231,126,0,2,0,35,7,22,1,1,194,3,8
50190,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,220,120,0,1,2,34,9,18,0,2,186,4,4
50191,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,231,133,0,1,0,32,3,18,2,3,192,0,12
50192,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,225,144,0,0,0,24,6,19,0,2,195,0,6
50193,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,229,135,1,0,0,32,2,19,0,0,189,0,14
50194,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,230,107,1,5,1,40,10,27,1,2,194,4,7
50195,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,226,133,2,3,1,27,7,20,1,0,194,3,7
50196,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,229,128,0,0,0,32,9,20,1,1,191,4,7
50197,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,231,132,0,0,1,35,8,17,0,0,193,1,10
50198,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,228,140,0,1,3,22,8,21,0,1,196,1,3
50199,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,226,134,0,3,1,29,5,15,2,2,191,1,9
50200,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,229,133,1,1,1,32,5,19,0,0,192,1,10
50201,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,222,125,1,0,1,31,6,19,0,0,183,2,11
50202,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,225,122,0,1,1,30,3,28,0,1,186,3,10
50203,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,229,114,0,2,1,35,10,16,0,1,179,6,19
50204,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,228,132,1,0,0,32,5,15,1,0,186,4,10
50205,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,226,127,0,0,2,32,5,19,1,2,188,2,12
50206,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,224,133,1,2,0,32,6,14,0,1,189,0,5
50207,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,227,128,0,1,0,29,10,19,2,0,189,4,10
50208,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,224,130,2,1,1,34,8,21,1,0,198,2,7
50209,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,231,122,2,1,0,41,6,20,1,2,195,5,10
50210,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,219,123,0,1,0,28,7,18,2,1,180,1,11
50211,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,227,129,0,3,0,41,8,15,0,0,196,0,8
50212,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,228,133,1,0,1,32,5,19,1,1,193,5,2
50213,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,227,125,0,1,0,44,5,21,2,2,200,2,5
50214,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,216,126,1,1,0,25,9,16,0,1,179,3,9
50215,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Daniel Campos,219,121,2,2,1,39,5,18,1,0,189,3,9
50216,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Bancario,219,155,0,0,2,23,7,5,0,0,192,0,8
50217,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Bancario,225,160,0,2,0,26,4,4,0,1,197,0,7
50218,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Bancario,221,163,1,1,1,22,4,4,1,0,197,4,4
50219,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Bancario,219,155,0,0,0,28,6,3,1,0,193,0,8
50220,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Bancario,192,142,0,0,1,17,1,6,0,2,169,2,3
50221,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Don Bosco,226,168,0,0,0,16,8,3,1,0,196,3,6
50222,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Don Bosco,229,164,0,1,1,32,3,7,0,1,209,0,0
50223,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Don Bosco,223,150,3,1,1,25,6,6,1,0,193,1,2
50224,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Don Bosco,226,162,0,0,1,20,8,5,0,0,196,2,5
50225,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Coleg. Don Bosco,211,168,0,0,0,16,3,4,0,0,191,0,3
50226,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Gregorio Barriga,205,142,0,0,0,19,13,8,0,0,182,0,4
50227,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Gregorio Barriga,160,113,0,0,1,19,4,2,0,1,140,1,3
50228,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,219,167,1,0,1,23,5,4,0,1,202,0,4
50229,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,223,161,0,2,0,30,6,3,2,0,204,1,7
50230,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,225,153,1,0,1,28,5,8,0,1,197,2,11
50231,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,216,167,0,1,1,19,5,5,0,0,198,1,2
50232,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,231,160,0,1,0,31,8,10,2,1,213,1,2
50233,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Salvador Revilla,70,48,0,0,0,7,1,3,0,0,59,1,1
50234,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,230,154,0,0,0,28,7,5,0,1,195,1,3
50235,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,226,162,1,0,1,22,5,7,2,3,203,0,4
50236,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,222,155,0,1,1,29,2,9,3,1,201,3,3
50237,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,227,156,0,0,1,29,8,9,1,0,204,0,3
50238,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,225,154,0,0,0,28,5,5,0,0,192,1,7
50239,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,219,163,0,0,0,23,5,5,1,0,197,0,6
50240,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Escuela José Alonso De Ibáñez,107,73,0,0,0,21,4,1,0,1,100,0,1
50241,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Modesto Omiste,207,136,1,1,0,23,7,11,3,2,184,1,3
50242,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Modesto Omiste,224,153,0,1,0,20,4,8,1,3,190,1,5
50243,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Modesto Omiste,107,70,0,0,0,17,3,3,1,2,96,1,0
50244,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. 1ro de Abril,224,147,0,2,1,19,8,15,2,1,195,1,6
50245,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. 1ro de Abril,227,172,0,0,1,19,6,7,0,0,205,1,8
50246,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. 1ro de Abril,143,92,0,1,0,17,3,6,1,2,122,1,4
50247,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Antonio Quijarro,222,166,0,1,2,26,3,5,0,0,203,0,3
50248,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Antonio Quijarro,222,168,0,0,0,26,2,2,1,0,199,1,2
50249,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Antonio Quijarro,125,90,0,1,1,10,3,4,0,0,109,0,3
50250,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Colegio Franciscano,228,180,0,0,1,16,6,4,1,0,208,1,1
50251,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Colegio Franciscano,230,162,0,0,1,22,6,10,1,2,204,2,3
50252,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Colegio Franciscano,225,161,0,0,1,21,6,7,1,0,197,0,5
50253,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Colegio Franciscano,222,165,0,0,2,21,4,5,1,0,198,2,1
50254,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Colegio Franciscano,228,168,0,0,1,25,5,6,2,0,207,0,1
50255,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,229,168,1,0,1,16,8,7,0,0,201,2,1
50256,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,220,157,0,0,0,30,3,9,1,1,201,1,4
50257,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,229,158,0,1,0,34,3,6,1,0,203,3,5
50258,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,218,159,0,2,0,20,7,9,0,4,201,0,0
50259,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,225,154,0,1,2,25,9,4,2,1,198,1,5
50260,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,225,143,0,0,0,22,7,15,1,1,189,0,10
50261,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,229,157,0,0,0,23,6,9,1,0,196,1,7
50262,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,226,164,2,1,0,20,8,4,2,1,202,1,2
50263,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,219,167,0,0,0,16,6,5,1,2,197,1,2
50264,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Lic. Sucre,25,19,0,0,0,2,0,2,0,0,23,0,1
50265,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,221,149,0,0,0,21,4,20,2,3,199,0,7
50266,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,232,163,0,0,3,22,7,12,1,1,209,1,2
50267,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,222,152,0,1,0,28,6,9,1,1,198,0,6
50268,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,219,153,0,1,0,18,7,13,0,5,197,0,4
50269,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,229,159,0,1,0,19,4,19,1,1,204,0,4
50270,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,230,150,0,0,0,22,7,15,0,3,197,2,5
50271,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,232,157,1,0,0,29,3,12,2,2,206,1,5
50272,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Unidad Educativa Santa Rosa,152,100,1,0,0,24,4,7,1,0,137,0,3
50273,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,224,164,0,0,1,27,6,7,0,1,206,2,3
50274,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,221,158,1,3,0,24,5,8,0,0,199,1,7
50275,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,224,144,0,2,0,35,3,13,0,2,199,2,3
50276,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,229,158,0,1,0,23,3,9,0,1,195,1,9
50277,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,218,145,0,2,2,29,7,8,1,1,195,0,5
50278,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,220,151,0,0,1,24,3,12,0,1,192,0,5
50279,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. Simon Rodriguez,194,132,0,0,0,21,4,6,0,1,164,3,2
50280,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. Carlos Medinaceli,230,152,0,1,0,28,5,16,3,3,208,1,0
50281,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. Carlos Medinaceli,230,158,0,0,0,22,2,16,0,0,198,2,9
50282,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. Carlos Medinaceli,232,145,0,1,4,26,8,10,0,4,198,2,2
50283,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. Carlos Medinaceli,186,140,0,1,1,11,5,8,0,0,166,0,3
50284,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,224,159,0,4,1,21,3,11,0,0,199,0,6
50285,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,229,157,1,4,1,27,6,9,0,3,208,1,4
50286,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,226,151,0,3,2,23,4,10,2,5,200,0,7
50287,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,235,143,0,4,0,26,7,13,4,4,201,1,13
50288,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,228,161,0,2,0,18,8,12,0,4,205,0,3
50289,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,227,160,2,1,0,25,3,9,1,2,203,2,6
50290,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,227,151,0,1,0,32,10,9,1,1,205,1,2
50291,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,219,150,0,2,0,18,6,11,1,1,189,0,3
50292,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Esc. San Jose,154,101,0,2,0,16,6,7,1,0,133,0,5
50293,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,225,128,0,1,0,44,5,19,0,2,199,0,3
50294,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,234,148,0,4,1,30,3,12,0,2,200,2,8
50295,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,227,149,1,1,0,25,6,13,0,1,196,2,8
50296,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,233,147,1,1,0,22,8,12,0,4,195,1,9
50297,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,231,137,0,3,0,36,6,13,0,1,196,0,8
50298,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,230,138,1,0,2,24,6,20,1,1,193,2,8
50299,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,233,151,0,4,2,28,3,14,1,1,204,2,3
50300,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,Col. 31 de Octubre,73,51,0,0,0,7,1,4,0,1,64,0,3
50301,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,U.E. 31 de Octubre,223,137,0,0,1,32,6,17,0,3,196,0,7
50302,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,U.E. 31 de Octubre,225,143,0,1,1,39,6,7,1,2,200,3,7
50303,Bolivia,Potosí,Tomas Frias,Potosí,Potosí,U.E. 31 de Octubre,223,153,0,3,0,25,5,8,0,0,194,1,7
